id,attack_cat
736,Normal
737,Analysis
738,Generic
739,Fuzzers
740,DoS
741,Worms
742,Fuzzers
743,Reconnaissance
744,Normal
745,Backdoor
746,Generic
747,Worms
748,Normal
749,DoS
750,Normal
751,Normal
752,Backdoor
753,Reconnaissance
754,Analysis
755,Normal
756,Fuzzers
757,DoS
758,Fuzzers
759,Generic
760,Backdoor
761,Generic
762,Shellcode
763,Shellcode
764,Normal
765,Normal
766,Shellcode
767,Generic
768,Backdoor
769,Fuzzers
770,Generic
771,Analysis
772,Normal
773,Normal
774,Generic
775,Fuzzers
776,Normal
777,Analysis
778,Fuzzers
779,Backdoor
780,Reconnaissance
781,Normal
782,Generic
783,Generic
784,Backdoor
785,DoS
786,Worms
787,Generic
788,Analysis
789,Generic
790,Normal
791,Worms
792,Normal
793,Analysis
794,Generic
795,Shellcode
796,Normal
797,Generic
798,Generic
799,DoS
800,Reconnaissance
801,Generic
802,Reconnaissance
803,Fuzzers
804,Generic
805,Fuzzers
806,Generic
807,Generic
808,Generic
809,Normal
810,Backdoor
811,Normal
812,Backdoor
813,Worms
814,Normal
815,Backdoor
816,Backdoor
817,Shellcode
818,Fuzzers
819,Backdoor
820,Normal
821,Normal
822,Worms
823,Normal
824,Backdoor
825,Normal
826,Generic
827,DoS
828,Generic
829,Worms
830,Shellcode
831,Generic
832,Analysis
833,Normal
834,Normal
835,Fuzzers
836,Generic
837,Worms
838,DoS
839,Fuzzers
840,Backdoor
841,Generic
842,Reconnaissance
843,Analysis
844,Backdoor
845,Normal
846,Normal
847,Normal
848,Normal
849,DoS
850,Normal
851,Normal
852,Generic
853,Normal
854,Fuzzers
855,Generic
856,Analysis
857,Normal
858,Fuzzers
859,Generic
860,Exploits
861,DoS
862,Generic
863,Normal
864,Generic
865,Worms
866,Generic
867,Normal
868,Reconnaissance
869,Generic
870,Generic
871,Normal
872,Normal
873,Normal
874,Analysis
875,Backdoor
876,Generic
877,Generic
878,Normal
879,Analysis
880,Normal
881,Fuzzers
882,Generic
883,Normal
884,Normal
885,Shellcode
886,Analysis
887,Normal
888,Worms
889,Shellcode
890,Normal
891,Shellcode
892,Normal
893,Normal
894,DoS
895,Generic
896,Backdoor
897,Analysis
898,Exploits
899,Generic
900,Shellcode
901,Generic
902,Shellcode
903,Normal
904,Normal
905,Generic
906,Normal
907,Backdoor
908,Normal
909,Normal
910,Generic
911,Reconnaissance
912,Normal
913,Worms
914,Normal
915,Backdoor
916,Normal
917,Normal
918,Generic
919,Fuzzers
920,Normal
921,Fuzzers
922,Generic
923,Backdoor
924,Normal
925,Generic
926,Worms
927,Normal
928,Normal
929,Backdoor
930,Normal
931,Fuzzers
932,Backdoor
933,Backdoor
934,Generic
935,Generic
936,Reconnaissance
937,Normal
938,Generic
939,Reconnaissance
940,Normal
941,Normal
942,Normal
943,Generic
944,Normal
945,Fuzzers
946,DoS
947,Analysis
948,Generic
949,Normal
950,Generic
951,Analysis
952,Analysis
953,Backdoor
954,Backdoor
955,Fuzzers
956,DoS
957,Exploits
958,Analysis
959,Generic
960,DoS
961,Normal
962,Worms
963,Reconnaissance
964,Normal
965,Normal
966,Normal
967,Fuzzers
968,Normal
969,Generic
970,Normal
971,Generic
972,Fuzzers
973,Normal
974,Generic
975,Analysis
976,Normal
977,Generic
978,Generic
979,Generic
980,Analysis
981,Backdoor
982,Normal
983,Backdoor
984,Normal
985,Backdoor
986,Shellcode
987,DoS
988,Generic
989,DoS
990,Normal
991,Worms
992,Generic
993,Normal
994,Fuzzers
995,Normal
996,Generic
997,Shellcode
998,Analysis
999,Backdoor
1000,Normal
1001,Normal
1002,Normal
1003,Analysis
1004,Analysis
1005,Backdoor
1006,Generic
1007,Fuzzers
1008,Analysis
1009,Exploits
1010,Worms
1011,Generic
1012,Fuzzers
1013,DoS
1014,Normal
1015,Generic
1016,Normal
1017,Analysis
1018,Normal
1019,Worms
1020,Generic
1021,Shellcode
1022,Worms
1023,DoS
1024,Backdoor
1025,Backdoor
1026,Normal
1027,Backdoor
1028,Generic
1029,Analysis
1030,DoS
1031,Generic
1032,Backdoor
1033,DoS
1034,Generic
1035,Generic
1036,Backdoor
1037,Backdoor
1038,Generic
1039,Backdoor
1040,Normal
1041,Analysis
1042,Shellcode
1043,Backdoor
1044,Worms
1045,Normal
1046,Analysis
1047,Normal
1048,Generic
1049,Worms
1050,Generic
1051,DoS
1052,Reconnaissance
1053,Normal
1054,Normal
1055,Backdoor
1056,Normal
1057,Generic
1058,Normal
1059,Analysis
1060,Normal
1061,Analysis
1062,Fuzzers
1063,Generic
1064,Normal
1065,Generic
1066,Reconnaissance
1067,Analysis
1068,Normal
1069,Generic
1070,DoS
1071,Backdoor
1072,Normal
1073,Normal
1074,Backdoor
1075,Fuzzers
1076,Generic
1077,Generic
1078,Generic
1079,Generic
1080,Exploits
1081,Normal
1082,Generic
1083,Fuzzers
1084,Backdoor
1085,Analysis
1086,Fuzzers
1087,Worms
1088,Normal
1089,Normal
1090,Backdoor
1091,Generic
1092,Normal
1093,Generic
1094,Normal
1095,Normal
1096,Worms
1097,Analysis
1098,Normal
1099,Generic
1100,Normal
1101,Fuzzers
1102,Normal
1103,Fuzzers
1104,Generic
1105,Fuzzers
1106,Exploits
1107,Fuzzers
1108,Normal
1109,Generic
1110,Analysis
1111,Normal
1112,Normal
1113,Generic
1114,Backdoor
1115,Normal
1116,Normal
1117,Generic
1118,Generic
1119,DoS
1120,Normal
1121,Worms
1122,Normal
1123,Reconnaissance
1124,Normal
1125,Analysis
1126,Normal
1127,Fuzzers
1128,DoS
1129,Generic
1130,Normal
1131,Generic
1132,Generic
1133,Backdoor
1134,Normal
1135,Analysis
1136,Fuzzers
1137,Normal
1138,Worms
1139,Normal
1140,Normal
1141,Analysis
1142,Normal
1143,Normal
1144,Reconnaissance
1145,Reconnaissance
1146,Normal
1147,Normal
1148,Generic
1149,Fuzzers
1150,Normal
1151,Generic
1152,Worms
1153,Analysis
1154,Normal
1155,Analysis
1156,Normal
1157,Fuzzers
1158,Normal
1159,Normal
1160,Fuzzers
1161,Fuzzers
1162,Generic
1163,Fuzzers
1164,Fuzzers
1165,Normal
1166,Backdoor
1167,Fuzzers
1168,Generic
1169,Worms
1170,Normal
1171,Fuzzers
1172,Generic
1173,Shellcode
1174,Fuzzers
1175,Generic
1176,Normal
1177,Normal
1178,Analysis
1179,Fuzzers
1180,Backdoor
1181,Normal
1182,Backdoor
1183,DoS
1184,Normal
1185,Generic
1186,Backdoor
1187,Normal
1188,Backdoor
1189,Generic
1190,Worms
1191,Normal
1192,Normal
1193,Normal
1194,Analysis
1195,Normal
1196,Normal
1197,Normal
1198,Normal
1199,Fuzzers
1200,Worms
1201,Fuzzers
1202,Backdoor
1203,Backdoor
1204,Normal
1205,Normal
1206,Analysis
1207,Normal
1208,Normal
1209,Worms
1210,Backdoor
1211,Generic
1212,Backdoor
1213,Backdoor
1214,Worms
1215,Backdoor
1216,Generic
1217,Generic
1218,Shellcode
1219,Normal
1220,Backdoor
1221,Reconnaissance
1222,Generic
1223,Normal
1224,Worms
1225,Normal
1226,Exploits
1227,Backdoor
1228,Analysis
1229,Generic
1230,Worms
1231,Fuzzers
1232,Normal
1233,Generic
1234,Reconnaissance
1235,Generic
1236,Worms
1237,Worms
1238,Normal
1239,Generic
1240,Worms
1241,Generic
1242,Generic
1243,Generic
1244,Normal
1245,Analysis
1246,Normal
1247,Normal
1248,Fuzzers
1249,Fuzzers
1250,Generic
1251,Generic
1252,Fuzzers
1253,Generic
1254,DoS
1255,Normal
1256,Generic
1257,Generic
1258,Backdoor
1259,DoS
1260,Normal
1261,Fuzzers
1262,Generic
1263,Backdoor
1264,Exploits
1265,Generic
1266,Generic
1267,Worms
1268,Analysis
1269,Generic
1270,Normal
1271,Backdoor
1272,Normal
1273,Generic
1274,Normal
1275,Reconnaissance
1276,Backdoor
1277,Shellcode
1278,Generic
1279,Normal
1280,Exploits
1281,Backdoor
1282,Backdoor
1283,Reconnaissance
1284,Normal
1285,Normal
1286,Generic
1287,Fuzzers
1288,Generic
1289,Normal
1290,Analysis
1291,Generic
1292,Fuzzers
1293,Fuzzers
1294,Normal
1295,DoS
1296,Reconnaissance
1297,Normal
1298,Generic
1299,Backdoor
1300,Worms
1301,Shellcode
1302,Fuzzers
1303,Normal
1304,Worms
1305,Worms
1306,Fuzzers
1307,Normal
1308,Generic
1309,Shellcode
1310,Normal
1311,Normal
1312,Fuzzers
1313,Backdoor
1314,Fuzzers
1315,Generic
1316,Generic
1317,Normal
1318,DoS
1319,Fuzzers
1320,Worms
1321,Generic
1322,Normal
1323,Analysis
1324,Normal
1325,Normal
1326,Generic
1327,Normal
1328,Backdoor
1329,Generic
1330,Normal
1331,Fuzzers
1332,Shellcode
1333,Generic
1334,Normal
1335,Analysis
1336,Analysis
1337,Fuzzers
1338,Normal
1339,Fuzzers
1340,Reconnaissance
1341,Fuzzers
1342,Reconnaissance
1343,Normal
1344,Normal
1345,Backdoor
1346,DoS
1347,Backdoor
1348,Generic
1349,Generic
1350,Generic
1351,Fuzzers
1352,Analysis
1353,Worms
1354,Backdoor
1355,Normal
1356,Generic
1357,Generic
1358,Fuzzers
1359,Normal
1360,Normal
1361,Normal
1362,Normal
1363,Generic
1364,Analysis
1365,Worms
1366,Normal
1367,Generic
1368,Normal
1369,Backdoor
1370,DoS
1371,Analysis
1372,Generic
1373,Normal
1374,Analysis
1375,Shellcode
1376,Generic
1377,Fuzzers
1378,Generic
1379,Fuzzers
1380,Backdoor
1381,Normal
1382,Fuzzers
1383,Generic
1384,Generic
1385,Analysis
1386,Normal
1387,Normal
1388,Normal
1389,Fuzzers
1390,Worms
1391,Normal
1392,Backdoor
1393,Generic
1394,Normal
1395,Analysis
1396,Normal
1397,Reconnaissance
1398,Normal
1399,Worms
1400,Generic
1401,Backdoor
1402,Normal
1403,Generic
1404,Normal
1405,Backdoor
1406,Generic
1407,Worms
1408,Fuzzers
1409,Generic
1410,Fuzzers
1411,Fuzzers
1412,DoS
1413,Fuzzers
1414,Analysis
1415,Generic
1416,Exploits
1417,Generic
1418,Normal
1419,Generic
1420,Generic
1421,Generic
1422,Generic
1423,DoS
1424,Normal
1425,Fuzzers
1426,Fuzzers
1427,Normal
1428,Analysis
1429,Fuzzers
1430,Generic
1431,Generic
1432,Reconnaissance
1433,DoS
1434,Generic
1435,Generic
1436,Analysis
1437,Backdoor
1438,Worms
1439,Normal
1440,Fuzzers
1441,Generic
1442,DoS
1443,Normal
1444,Fuzzers
1445,Fuzzers
1446,Worms
1447,Generic
1448,Fuzzers
1449,Normal
1450,Worms
1451,DoS
1452,Normal
1453,Normal
1454,Reconnaissance
1455,Analysis
1456,Normal
1457,Normal
1458,Normal
1459,Normal
1460,Normal
1461,Analysis
1462,Backdoor
1463,Backdoor
1464,Generic
1465,Fuzzers
1466,Normal
1467,Normal
1468,Normal
1469,Normal
1470,DoS
1471,Worms
1472,Reconnaissance
1473,Worms
1474,Normal
1475,Generic
1476,Normal
1477,Generic
1478,Generic
1479,Worms
1480,Normal
1481,Analysis
1482,Generic
1483,Generic
1484,Shellcode
1485,Fuzzers
1486,Normal
1487,Analysis
1488,Fuzzers
1489,Worms
1490,Worms
1491,Generic
1492,Generic
1493,Backdoor
1494,Analysis
1495,Normal
1496,Analysis
1497,Normal
1498,Exploits
1499,Analysis
1500,Analysis
1501,Generic
1502,Reconnaissance
1503,Normal
1504,Worms
1505,Shellcode
1506,Generic
1507,Fuzzers
1508,Fuzzers
1509,Exploits
1510,Fuzzers
1511,Analysis
1512,Fuzzers
1513,Shellcode
1514,Generic
1515,Fuzzers
1516,DoS
1517,Backdoor
1518,Generic
1519,Worms
1520,Normal
1521,Normal
1522,Analysis
1523,Fuzzers
1524,Analysis
1525,Generic
1526,Fuzzers
1527,Worms
1528,Shellcode
1529,Backdoor
1530,Shellcode
1531,Generic
1532,DoS
1533,Normal
1534,Generic
1535,Analysis
1536,Normal
1537,DoS
1538,Reconnaissance
1539,Normal
1540,Normal
1541,Shellcode
1542,Backdoor
1543,Analysis
1544,Fuzzers
1545,Analysis
1546,Normal
1547,Normal
1548,Normal
1549,Generic
1550,Fuzzers
1551,Normal
1552,Analysis
1553,Normal
1554,Generic
1555,Worms
1556,Analysis
1557,Generic
1558,Generic
1559,Normal
1560,Analysis
1561,Normal
1562,Backdoor
1563,Normal
1564,Normal
1565,Fuzzers
1566,Normal
1567,Analysis
1568,Analysis
1569,Normal
1570,Normal
1571,Backdoor
1572,Worms
1573,DoS
1574,Fuzzers
1575,Fuzzers
1576,Generic
1577,Generic
1578,Fuzzers
1579,Backdoor
1580,Normal
1581,Worms
1582,Normal
1583,Analysis
1584,Shellcode
1585,Reconnaissance
1586,Normal
1587,Worms
1588,Normal
1589,Shellcode
1590,Generic
1591,Fuzzers
1592,DoS
1593,Generic
1594,Fuzzers
1595,Generic
1596,Worms
1597,Generic
1598,DoS
1599,Normal
1600,Normal
1601,Backdoor
1602,Analysis
1603,Normal
1604,Normal
1605,Reconnaissance
1606,Normal
1607,Normal
1608,Fuzzers
1609,Normal
1610,Analysis
1611,Fuzzers
1612,Generic
1613,Fuzzers
1614,Reconnaissance
1615,Generic
1616,Normal
1617,Normal
1618,Normal
1619,Normal
1620,Normal
1621,Generic
1622,Normal
1623,Normal
1624,Normal
1625,Analysis
1626,Worms
1627,Shellcode
1628,Fuzzers
1629,Backdoor
1630,Reconnaissance
1631,Generic
1632,DoS
1633,Normal
1634,Generic
1635,Generic
1636,Fuzzers
1637,Analysis
1638,Generic
1639,Normal
1640,Backdoor
1641,Generic
1642,Worms
1643,Backdoor
1644,Normal
1645,Generic
1646,Analysis
1647,Analysis
1648,Fuzzers
1649,Analysis
1650,Fuzzers
1651,Fuzzers
1652,Fuzzers
1653,Normal
1654,Normal
1655,Worms
1656,Worms
1657,Analysis
1658,Analysis
1659,Normal
1660,Fuzzers
1661,Generic
1662,Reconnaissance
1663,Reconnaissance
1664,Fuzzers
1665,Shellcode
1666,Generic
1667,Generic
1668,Fuzzers
1669,Generic
1670,Backdoor
1671,Generic
1672,Worms
1673,Normal
1674,Normal
1675,Shellcode
1676,Normal
1677,Fuzzers
1678,Generic
1679,Generic
1680,Generic
1681,Fuzzers
1682,Normal
1683,Generic
1684,Normal
1685,Normal
1686,Exploits
1687,Normal
1688,Reconnaissance
1689,Normal
1690,Normal
1691,Fuzzers
1692,Shellcode
1693,Worms
1694,Backdoor
1695,Generic
1696,DoS
1697,Normal
1698,Normal
1699,Fuzzers
1700,Backdoor
1701,Generic
1702,Normal
1703,Worms
1704,DoS
1705,Normal
1706,Analysis
1707,Generic
1708,Normal
1709,Backdoor
1710,Normal
1711,Generic
1712,Generic
1713,Analysis
1714,Normal
1715,Fuzzers
1716,Analysis
1717,Generic
1718,Exploits
1719,Exploits
1720,Normal
1721,DoS
1722,DoS
1723,Fuzzers
1724,Exploits
1725,Exploits
1726,Analysis
1727,Analysis
1728,Normal
1729,Analysis
1730,DoS
1731,Shellcode
1732,Backdoor
1733,Backdoor
1734,Normal
1735,Generic
1736,DoS
1737,Generic
1738,Exploits
1739,Generic
1740,Generic
1741,Generic
1742,Generic
1743,Fuzzers
1744,Generic
1745,Normal
1746,Backdoor
1747,Generic
1748,Normal
1749,Backdoor
1750,Reconnaissance
1751,Worms
1752,Reconnaissance
1753,Backdoor
1754,DoS
1755,Reconnaissance
1756,Normal
1757,Normal
1758,Backdoor
1759,Backdoor
1760,Normal
1761,Normal
1762,DoS
1763,Fuzzers
1764,Normal
1765,Generic
1766,Analysis
1767,Normal
1768,Analysis
1769,Normal
1770,Analysis
1771,Generic
1772,Normal
1773,Normal
1774,Backdoor
1775,DoS
1776,Generic
1777,Generic
1778,Fuzzers
1779,Generic
1780,Fuzzers
1781,Exploits
1782,Generic
1783,Generic
1784,Worms
1785,Generic
1786,Generic
1787,Analysis
1788,Normal
1789,Worms
1790,Analysis
1791,Generic
1792,Normal
1793,Analysis
1794,Normal
1795,Normal
1796,Normal
1797,Generic
1798,Generic
1799,Analysis
1800,Normal
1801,Normal
1802,Backdoor
1803,Analysis
1804,Normal
1805,Normal
1806,Shellcode
1807,Exploits
1808,Normal
1809,Normal
1810,Normal
1811,Fuzzers
1812,Backdoor
1813,Normal
1814,Exploits
1815,Analysis
1816,Normal
1817,Normal
1818,Generic
1819,Analysis
1820,Backdoor
1821,Fuzzers
1822,Normal
1823,Worms
1824,Normal
1825,Backdoor
1826,Shellcode
1827,Normal
1828,Generic
1829,Reconnaissance
1830,Analysis
1831,Reconnaissance
1832,Reconnaissance
1833,DoS
1834,Normal
1835,Normal
1836,Generic
1837,Generic
1838,Analysis
1839,DoS
1840,Analysis
1841,Normal
1842,Fuzzers
1843,Worms
1844,Reconnaissance
1845,Fuzzers
1846,Normal
1847,Normal
1848,Generic
1849,Normal
1850,Fuzzers
1851,Analysis
1852,Generic
1853,Normal
1854,Normal
1855,Backdoor
1856,Worms
1857,Generic
1858,DoS
1859,Analysis
1860,Normal
1861,Normal
1862,Analysis
1863,Fuzzers
1864,Fuzzers
1865,Normal
1866,DoS
1867,Analysis
1868,Worms
1869,Reconnaissance
1870,Normal
1871,Backdoor
1872,Generic
1873,Worms
1874,Normal
1875,Generic
1876,Backdoor
1877,Normal
1878,Analysis
1879,DoS
1880,Generic
1881,Analysis
1882,Fuzzers
1883,Backdoor
1884,Generic
1885,Backdoor
1886,Generic
1887,DoS
1888,Generic
1889,Normal
1890,Exploits
1891,Backdoor
1892,Normal
1893,Backdoor
1894,Backdoor
1895,Normal
1896,Backdoor
1897,Normal
1898,Worms
1899,Fuzzers
1900,Normal
1901,Backdoor
1902,Worms
1903,Fuzzers
